UBBB -> LKPR | Disp: 0 de 300 
EBCI -> OOMS | Disp: 0 de 300 
SPIM -> EHAM | Disp: 0 de 300 
EBCI -> SKBO | Disp: 0 de 320 
SPIM -> OPKC | Disp: 0 de 300 
EBCI -> SABE | Disp: 0 de 320 
EBCI -> OPKC | Disp: 0 de 300 
SPIM -> OERK | Disp: 19 de 320 
SPIM -> EKCH | Disp: 0 de 340 
EBCI -> OOMS | Disp: 0 de 360 
SPIM -> SEQM | Disp: 78 de 300 
SPIM -> SABE | Disp: 10 de 320 
SPIM -> SUAA | Disp: 0 de 340 
EBCI -> SBBR | Disp: 50 de 360 
SPIM -> OJAI | Disp: 0 de 360 
EBCI -> UMMS | Disp: 0 de 340 
SPIM -> EHAM | Disp: 0 de 360 
EBCI -> VIDP | Disp: 0 de 320 
EBCI -> VIDP | Disp: 0 de 340 
SPIM -> EHAM | Disp: 0 de 320 
UBBB -> SCEL | Disp: 0 de 320 
EBCI -> SGAS | Disp: 0 de 300 
SPIM -> SUAA | Disp: 0 de 320 
SPIM -> OPKC | Disp: 0 de 300 
UBBB -> OJAI | Disp: 0 de 300 
UBBB -> LBSF | Disp: 213 de 300 
SPIM -> EKCH | Disp: 0 de 340 
UBBB -> OYSN | Disp: 0 de 320 
UBBB -> OOMS | Disp: 319 de 340 
UBBB -> LATI | Disp: 0 de 300 
UBBB -> EKCH | Disp: 0 de 320 
SPIM -> OSDI | Disp: 0 de 320 
SPIM -> SLLP | Disp: 56 de 340 
EBCI -> VIDP | Disp: 0 de 340 
UBBB -> OOMS | Disp: 82 de 300 
UBBB -> SUAA | Disp: 0 de 340 
EBCI -> LDZA | Disp: 0 de 320 
SPIM -> LKPR | Disp: 0 de 320 
EBCI -> OYSN | Disp: 0 de 320 
UBBB -> OAKB | Disp: 0 de 300 
SPIM -> OJAI | Disp: 0 de 360 
UBBB -> OSDI | Disp: 0 de 320 
SPIM -> LKPR | Disp: 0 de 320 
UBBB -> EDDI | Disp: 0 de 300 
UBBB -> SKBO | Disp: 0 de 360 
UBBB -> VIDP | Disp: 0 de 320 
EBCI -> EDDI | Disp: 0 de 360 
EBCI -> OOMS | Disp: 91 de 360 
UBBB -> OAKB | Disp: 0 de 320 
SPIM -> SUAA | Disp: 0 de 320 
EBCI -> SVMI | Disp: 0 de 360 
UBBB -> EKCH | Disp: 0 de 300 
SPIM -> SKBO | Disp: 0 de 300 
SPIM -> LBSF | Disp: 0 de 320 
EBCI -> OJAI | Disp: 0 de 340 
SPIM -> SEQM | Disp: 0 de 300 
EBCI -> OPKC | Disp: 0 de 320 
UBBB -> LATI | Disp: 0 de 320 
SPIM -> VIDP | Disp: 0 de 340 
EBCI -> LOWW | Disp: 0 de 340 
EBCI -> OYSN | Disp: 0 de 320 
UBBB -> SUAA | Disp: 0 de 320 
EBCI -> OSDI | Disp: 0 de 320 
UBBB -> UMMS | Disp: 0 de 300 
EBCI -> OAKB | Disp: 0 de 300 
EBCI -> OAKB | Disp: 0 de 340 
UBBB -> OJAI | Disp: 0 de 300 
UBBB -> LBSF | Disp: 0 de 360 
SPIM -> OMDB | Disp: 0 de 360 
EBCI -> OPKC | Disp: 0 de 340 
UBBB -> LOWW | Disp: 0 de 320 
EBCI -> LOWW | Disp: 0 de 300 
EBCI -> UMMS | Disp: 50 de 300 
SPIM -> LBSF | Disp: 0 de 340 
SPIM -> SEQM | Disp: 0 de 320 
EBCI -> LBSF | Disp: 0 de 340 
EBCI -> VIDP | Disp: 0 de 320 
UBBB -> OPKC | Disp: 0 de 340 
UBBB -> LKPR | Disp: 0 de 300 
UBBB -> UMMS | Disp: 0 de 340 
EBCI -> EKCH | Disp: 0 de 300 
UBBB -> SABE | Disp: 0 de 300 
UBBB -> SUAA | Disp: 0 de 300 
EBCI -> SBBR | Disp: 0 de 300 
UBBB -> LDZA | Disp: 244 de 320 
EBCI -> OAKB | Disp: 0 de 300 
EBCI -> LKPR | Disp: 0 de 300 
SPIM -> LATI | Disp: 0 de 320 
SPIM -> EDDI | Disp: 0 de 320 
UBBB -> OYSN | Disp: 0 de 340 
UBBB -> UMMS | Disp: 329 de 340 
SPIM -> LATI | Disp: 0 de 300 
UBBB -> VIDP | Disp: 221 de 320 
SPIM -> LBSF | Disp: 0 de 340 
UBBB -> OPKC | Disp: 0 de 320 
UBBB -> SUAA | Disp: 0 de 360 
UBBB -> SKBO | Disp: 0 de 340 
EBCI -> SCEL | Disp: 0 de 320 
SPIM -> SABE | Disp: 0 de 300 
EBCI -> LBSF | Disp: 0 de 320 
SPIM -> SABE | Disp: 0 de 320 
UBBB -> OJAI | Disp: 0 de 340 
EBCI -> LBSF | Disp: 0 de 320 
SPIM -> SVMI | Disp: 0 de 300 
UBBB -> SBBR | Disp: 173 de 300 
SPIM -> OERK | Disp: 0 de 320 
UBBB -> OAKB | Disp: 84 de 300 
SPIM -> OPKC | Disp: 0 de 320 
SPIM -> SEQM | Disp: 0 de 320 
EBCI -> OAKB | Disp: 0 de 340 
EBCI -> EDDI | Disp: 0 de 320 
SPIM -> OOMS | Disp: 0 de 300 
EBCI -> EKCH | Disp: 0 de 340 
UBBB -> SABE | Disp: 0 de 300 
UBBB -> EHAM | Disp: 0 de 340 
SPIM -> OPKC | Disp: 0 de 320 
SPIM -> VIDP | Disp: 0 de 320 
EBCI -> OMDB | Disp: 0 de 320 
EBCI -> SBBR | Disp: 0 de 300 
SPIM -> LKPR | Disp: 0 de 320 
UBBB -> LOWW | Disp: 0 de 320 
UBBB -> OMDB | Disp: 0 de 300 
SPIM -> SLLP | Disp: 0 de 320 
SPIM -> SEQM | Disp: 0 de 320 
UBBB -> SABE | Disp: 28 de 300 
UBBB -> SKBO | Disp: 0 de 320 
SPIM -> OMDB | Disp: 0 de 320 
EBCI -> SBBR | Disp: 0 de 320 
UBBB -> LKPR | Disp: 0 de 320 
UBBB -> LKPR | Disp: 0 de 300 
SPIM -> LDZA | Disp: 0 de 320 
EBCI -> SABE | Disp: 0 de 340 
SPIM -> VIDP | Disp: 0 de 300 
SPIM -> SABE | Disp: 0 de 300 
UBBB -> SKBO | Disp: 0 de 360 
UBBB -> SCEL | Disp: 0 de 320 
UBBB -> OMDB | Disp: 0 de 320 
UBBB -> SBBR | Disp: 0 de 300 
UBBB -> OSDI | Disp: 0 de 360 
SPIM -> LATI | Disp: 152 de 320 
EBCI -> SCEL | Disp: 0 de 360 
UBBB -> UMMS | Disp: 0 de 300 
UBBB -> EHAM | Disp: 0 de 360 
EBCI -> OOMS | Disp: 0 de 340 
UBBB -> OYSN | Disp: 0 de 320 
UBBB -> SKBO | Disp: 0 de 300 
EBCI -> SABE | Disp: 0 de 340 
SPIM -> SKBO | Disp: 0 de 300 
UBBB -> OMDB | Disp: 0 de 300 
EBCI -> SVMI | Disp: 0 de 360 
SPIM -> SABE | Disp: 0 de 340 
UBBB -> OMDB | Disp: 0 de 360 
UBBB -> OSDI | Disp: 0 de 320 
SPIM -> OAKB | Disp: 0 de 320 
SPIM -> LATI | Disp: 0 de 300 
UBBB -> SVMI | Disp: 90 de 360 
EBCI -> OYSN | Disp: 0 de 360 
SPIM -> SGAS | Disp: 0 de 340 
SPIM -> OERK | Disp: 0 de 300 
EBCI -> LBSF | Disp: 0 de 340 
EBCI -> SLLP | Disp: 148 de 360 
SPIM -> LATI | Disp: 0 de 340 
SPIM -> LKPR | Disp: 0 de 320 
EBCI -> LOWW | Disp: 0 de 320 
UBBB -> EKCH | Disp: 0 de 320 
SPIM -> OYSN | Disp: 0 de 320 
UBBB -> SLLP | Disp: 0 de 320 
SPIM -> LBSF | Disp: 0 de 360 
UBBB -> LBSF | Disp: 0 de 360 
EBCI -> LDZA | Disp: 0 de 300 
EBCI -> SUAA | Disp: 0 de 320 
EBCI -> LKPR | Disp: 0 de 300 
UBBB -> OJAI | Disp: 133 de 320 
SPIM -> LDZA | Disp: 0 de 360 
EBCI -> OMDB | Disp: 0 de 360 
EBCI -> OSDI | Disp: 0 de 320 
SPIM -> SGAS | Disp: 0 de 300 
UBBB -> OMDB | Disp: 0 de 320 
SPIM -> OSDI | Disp: 0 de 300 
EBCI -> SABE | Disp: 0 de 360 
UBBB -> SLLP | Disp: 0 de 360 
EBCI -> LBSF | Disp: 103 de 340 
UBBB -> OERK | Disp: 0 de 300 
UBBB -> SGAS | Disp: 0 de 300 
EBCI -> LATI | Disp: 0 de 320 
UBBB -> UMMS | Disp: 0 de 300 
EBCI -> EHAM | Disp: 0 de 300 
SPIM -> SUAA | Disp: 0 de 300 
SPIM -> SBBR | Disp: 0 de 320 
EBCI -> SGAS | Disp: 0 de 340 
UBBB -> OERK | Disp: 3 de 320 
EBCI -> UMMS | Disp: 0 de 300 
UBBB -> OMDB | Disp: 0 de 320 
EBCI -> LATI | Disp: 0 de 360 
EBCI -> LDZA | Disp: 0 de 300 
SPIM -> LOWW | Disp: 0 de 320 
EBCI -> UMMS | Disp: 0 de 340 
EBCI -> SUAA | Disp: 0 de 320 
EBCI -> OMDB | Disp: 0 de 300 
UBBB -> OMDB | Disp: 0 de 300 
UBBB -> OSDI | Disp: 0 de 340 
SPIM -> LKPR | Disp: 0 de 300 
UBBB -> OPKC | Disp: 0 de 340 
EBCI -> LDZA | Disp: 0 de 340 
SPIM -> OOMS | Disp: 0 de 320 
SPIM -> EDDI | Disp: 0 de 360 
SPIM -> VIDP | Disp: 0 de 320 
SPIM -> EDDI | Disp: 0 de 320 
UBBB -> OJAI | Disp: 0 de 300 
EBCI -> SUAA | Disp: 0 de 320 
UBBB -> UMMS | Disp: 0 de 300 
EBCI -> OERK | Disp: 0 de 300 
EBCI -> LDZA | Disp: 0 de 300 
UBBB -> LDZA | Disp: 0 de 300 
EBCI -> VIDP | Disp: 0 de 300 
UBBB -> SEQM | Disp: 0 de 360 
EBCI -> EKCH | Disp: 0 de 300 
EBCI -> SGAS | Disp: 58 de 340 
EBCI -> SCEL | Disp: 0 de 360 
UBBB -> OSDI | Disp: 0 de 300 
EBCI -> OJAI | Disp: 0 de 360 
SPIM -> OSDI | Disp: 0 de 300 
SPIM -> SLLP | Disp: 10 de 320 
UBBB -> SVMI | Disp: 0 de 320 
EBCI -> LBSF | Disp: 0 de 340 
EBCI -> SABE | Disp: 0 de 320 
EBCI -> SVMI | Disp: 0 de 360 
EBCI -> EDDI | Disp: 0 de 300 
UBBB -> LBSF | Disp: 0 de 300 
UBBB -> SBBR | Disp: 0 de 300 
SPIM -> LOWW | Disp: 0 de 320 
UBBB -> OPKC | Disp: 0 de 320 
UBBB -> SLLP | Disp: 0 de 320 
SPIM -> SABE | Disp: 0 de 320 
EBCI -> UMMS | Disp: 0 de 340 
UBBB -> EDDI | Disp: 0 de 300 
EBCI -> OMDB | Disp: 0 de 320 
SPIM -> LDZA | Disp: 0 de 300 
UBBB -> LBSF | Disp: 0 de 320 
EBCI -> LBSF | Disp: 0 de 300 
SPIM -> EDDI | Disp: 0 de 320 
EBCI -> OMDB | Disp: 20 de 300 
EBCI -> SGAS | Disp: 0 de 340 
EBCI -> EDDI | Disp: 0 de 300 
EBCI -> OYSN | Disp: 0 de 360 
SPIM -> OERK | Disp: 0 de 320 
EBCI -> SABE | Disp: 0 de 320 
EBCI -> VIDP | Disp: 0 de 340 
SPIM -> SGAS | Disp: 0 de 300 
UBBB -> LDZA | Disp: 0 de 320 
UBBB -> SKBO | Disp: 0 de 300 
EBCI -> SVMI | Disp: 0 de 360 
UBBB -> LBSF | Disp: 0 de 360 
UBBB -> LKPR | Disp: 0 de 320 
EBCI -> OJAI | Disp: 0 de 360 
EBCI -> LKPR | Disp: 0 de 320 
EBCI -> OJAI | Disp: 0 de 300 
EBCI -> LKPR | Disp: 0 de 300 
EBCI -> SUAA | Disp: 0 de 320 
UBBB -> SKBO | Disp: 0 de 340 
EBCI -> SBBR | Disp: 0 de 340 
UBBB -> LBSF | Disp: 0 de 300 
UBBB -> OSDI | Disp: 0 de 320 
EBCI -> SBBR | Disp: 338 de 360 
SPIM -> LDZA | Disp: 0 de 360 
SPIM -> SUAA | Disp: 128 de 300 
UBBB -> LOWW | Disp: 0 de 320 
SPIM -> OYSN | Disp: 0 de 300 
EBCI -> OJAI | Disp: 5 de 300 
EBCI -> SGAS | Disp: 0 de 300 
SPIM -> LKPR | Disp: 0 de 360 
EBCI -> LBSF | Disp: 0 de 320 
EBCI -> OSDI | Disp: 0 de 320 
UBBB -> OMDB | Disp: 0 de 320 
SPIM -> VIDP | Disp: 0 de 300 
EBCI -> SKBO | Disp: 0 de 320 
SPIM -> OAKB | Disp: 0 de 360 
UBBB -> SLLP | Disp: 0 de 320 
UBBB -> OYSN | Disp: 0 de 340 
UBBB -> SEQM | Disp: 0 de 340 
UBBB -> OMDB | Disp: 0 de 320 
SPIM -> OJAI | Disp: 0 de 300 
SPIM -> OMDB | Disp: 0 de 320 
EBCI -> EDDI | Disp: 0 de 300 
SPIM -> SEQM | Disp: 0 de 300 
EBCI -> SCEL | Disp: 0 de 320 
SPIM -> OERK | Disp: 0 de 300 
UBBB -> SKBO | Disp: 110 de 360 
UBBB -> LBSF | Disp: 0 de 320 
EBCI -> SVMI | Disp: 0 de 320 
SPIM -> SCEL | Disp: 239 de 320 
EBCI -> LBSF | Disp: 0 de 340 
EBCI -> SVMI | Disp: 0 de 320 
EBCI -> SGAS | Disp: 0 de 300 
UBBB -> SBBR | Disp: 148 de 340 
SPIM -> SCEL | Disp: 0 de 300 
SPIM -> LATI | Disp: 0 de 340 
SPIM -> OSDI | Disp: 0 de 320 
UBBB -> OAKB | Disp: 0 de 340 
UBBB -> SKBO | Disp: 0 de 300 
EBCI -> SUAA | Disp: 0 de 340 
UBBB -> LOWW | Disp: 0 de 340 
SPIM -> UMMS | Disp: 0 de 300 
EBCI -> SABE | Disp: 0 de 320 
UBBB -> LKPR | Disp: 0 de 320 
EBCI -> EKCH | Disp: 0 de 320 
SPIM -> OYSN | Disp: 90 de 300 
EBCI -> SLLP | Disp: 0 de 360 
UBBB -> EDDI | Disp: 0 de 360 
SPIM -> SEQM | Disp: 0 de 300 
EBCI -> LBSF | Disp: 0 de 340 
SPIM -> SVMI | Disp: 0 de 300 
SPIM -> SUAA | Disp: 8 de 300 
SPIM -> LOWW | Disp: 113 de 360 
EBCI -> EKCH | Disp: 89 de 300 
UBBB -> LKPR | Disp: 0 de 300 
EBCI -> SABE | Disp: 0 de 320 
EBCI -> LOWW | Disp: 0 de 300 
SPIM -> SBBR | Disp: 0 de 340 
UBBB -> OPKC | Disp: 39 de 320 
UBBB -> EKCH | Disp: 0 de 340 
EBCI -> SGAS | Disp: 0 de 340 
SPIM -> SLLP | Disp: 0 de 320 
EBCI -> EHAM | Disp: 0 de 320 
EBCI -> SLLP | Disp: 0 de 360 
UBBB -> EKCH | Disp: 13 de 340 
UBBB -> UMMS | Disp: 0 de 300 
UBBB -> OOMS | Disp: 0 de 360 
UBBB -> OJAI | Disp: 0 de 320 
EBCI -> SEQM | Disp: 0 de 340 
UBBB -> SVMI | Disp: 0 de 300 
EBCI -> SUAA | Disp: 70 de 320 
EBCI -> LBSF | Disp: 0 de 300 
EBCI -> LKPR | Disp: 0 de 300 
EBCI -> LOWW | Disp: 65 de 300 
EBCI -> EKCH | Disp: 0 de 300 
SPIM -> OMDB | Disp: 0 de 320 
SPIM -> EHAM | Disp: 0 de 300 
SPIM -> UMMS | Disp: 0 de 320 
SPIM -> OJAI | Disp: 0 de 300 
EBCI -> OJAI | Disp: 0 de 360 
SPIM -> SKBO | Disp: 0 de 340 
SPIM -> OJAI | Disp: 0 de 360 
EBCI -> OSDI | Disp: 0 de 320 
UBBB -> SUAA | Disp: 0 de 300 
UBBB -> EDDI | Disp: 0 de 300 
SPIM -> SLLP | Disp: 0 de 320 
UBBB -> OMDB | Disp: 0 de 320 
SPIM -> EDDI | Disp: 166 de 320 
EBCI -> SBBR | Disp: 0 de 300 
SPIM -> VIDP | Disp: 0 de 360 
SPIM -> SKBO | Disp: 52 de 340 
EBCI -> OAKB | Disp: 0 de 300 
SPIM -> LKPR | Disp: 0 de 300 
UBBB -> LBSF | Disp: 144 de 300 
SPIM -> VIDP | Disp: 0 de 300 
SPIM -> EHAM | Disp: 254 de 320 
SPIM -> OSDI | Disp: 0 de 300 
UBBB -> SEQM | Disp: 0 de 300 
SPIM -> VIDP | Disp: 0 de 300 
UBBB -> OJAI | Disp: 0 de 340 
UBBB -> OSDI | Disp: 0 de 320 
UBBB -> SBBR | Disp: 0 de 300 
EBCI -> UMMS | Disp: 0 de 320 
EBCI -> OJAI | Disp: 0 de 300 
EBCI -> SUAA | Disp: 0 de 340 
SPIM -> SUAA | Disp: 0 de 360 
UBBB -> LOWW | Disp: 0 de 300 
EBCI -> OJAI | Disp: 0 de 320 
SPIM -> OERK | Disp: 33 de 320 
UBBB -> UMMS | Disp: 0 de 300 
UBBB -> LKPR | Disp: 0 de 300 
EBCI -> LKPR | Disp: 115 de 300 
UBBB -> EKCH | Disp: 0 de 340 
UBBB -> SKBO | Disp: 20 de 340 
UBBB -> LDZA | Disp: 0 de 340 
UBBB -> LATI | Disp: 0 de 360 
UBBB -> SUAA | Disp: 279 de 320 
SPIM -> SCEL | Disp: 0 de 300 
UBBB -> EHAM | Disp: 0 de 360 
EBCI -> SBBR | Disp: 0 de 360 
SPIM -> OAKB | Disp: 0 de 360 
UBBB -> SGAS | Disp: 0 de 300 
SPIM -> OAKB | Disp: 0 de 320 
EBCI -> VIDP | Disp: 0 de 300 
UBBB -> SVMI | Disp: 0 de 360 
SPIM -> SVMI | Disp: 0 de 320 
UBBB -> OAKB | Disp: 0 de 320 
UBBB -> SCEL | Disp: 63 de 300 
UBBB -> SKBO | Disp: 0 de 360 
SPIM -> SVMI | Disp: 0 de 300 
EBCI -> EDDI | Disp: 0 de 360 
SPIM -> LDZA | Disp: 0 de 300 
UBBB -> OYSN | Disp: 0 de 320 
EBCI -> OMDB | Disp: 0 de 300 
EBCI -> EHAM | Disp: 0 de 340 
UBBB -> EKCH | Disp: 0 de 300 
SPIM -> SUAA | Disp: 0 de 300 
EBCI -> EKCH | Disp: 29 de 300 
EBCI -> SGAS | Disp: 0 de 300 
UBBB -> SUAA | Disp: 0 de 320 
UBBB -> OERK | Disp: 0 de 360 
UBBB -> OOMS | Disp: 0 de 300 
EBCI -> LKPR | Disp: 0 de 320 
SPIM -> LOWW | Disp: 0 de 320 
EBCI -> OERK | Disp: 0 de 320 
UBBB -> VIDP | Disp: 0 de 320 
SPIM -> LOWW | Disp: 0 de 300 
SPIM -> SCEL | Disp: 64 de 300 
UBBB -> SABE | Disp: 0 de 300 
UBBB -> SABE | Disp: 0 de 300 
EBCI -> SUAA | Disp: 0 de 320 
EBCI -> EDDI | Disp: 0 de 300 
UBBB -> LATI | Disp: 0 de 300 
UBBB -> SUAA | Disp: 0 de 360 
SPIM -> SVMI | Disp: 0 de 300 
EBCI -> LBSF | Disp: 0 de 320 
EBCI -> LOWW | Disp: 0 de 340 
UBBB -> UMMS | Disp: 0 de 320 
SPIM -> VIDP | Disp: 0 de 340 
UBBB -> SLLP | Disp: 74 de 320 
UBBB -> OERK | Disp: 0 de 360 
SPIM -> LKPR | Disp: 0 de 340 
SPIM -> LOWW | Disp: 0 de 300 
EBCI -> VIDP | Disp: 0 de 340 
SPIM -> SGAS | Disp: 0 de 340 
EBCI -> LDZA | Disp: 54 de 300 
SPIM -> SBBR | Disp: 0 de 300 
SPIM -> OSDI | Disp: 0 de 360 
EBCI -> LATI | Disp: 0 de 320 
UBBB -> SEQM | Disp: 0 de 300 
SPIM -> EHAM | Disp: 0 de 300 
SPIM -> LDZA | Disp: 0 de 320 
SPIM -> SABE | Disp: 0 de 360 
UBBB -> OOMS | Disp: 0 de 360 
SPIM -> EDDI | Disp: 0 de 320 
EBCI -> UMMS | Disp: 28 de 340 
SPIM -> OMDB | Disp: 0 de 320 
EBCI -> SCEL | Disp: 0 de 300 
UBBB -> LOWW | Disp: 0 de 300 
EBCI -> LATI | Disp: 0 de 340 
EBCI -> SCEL | Disp: 0 de 320 
EBCI -> LDZA | Disp: 0 de 360 
UBBB -> OAKB | Disp: 0 de 320 
EBCI -> SEQM | Disp: 0 de 320 
EBCI -> VIDP | Disp: 0 de 300 
EBCI -> OYSN | Disp: 0 de 300 
SPIM -> VIDP | Disp: 0 de 300 
UBBB -> SKBO | Disp: 0 de 320 
UBBB -> SLLP | Disp: 0 de 300 
SPIM -> SUAA | Disp: 0 de 340 
SPIM -> OJAI | Disp: 0 de 300 
UBBB -> OYSN | Disp: 0 de 300 
SPIM -> SLLP | Disp: 0 de 320 
EBCI -> SEQM | Disp: 0 de 300 
SPIM -> SVMI | Disp: 0 de 300 
EBCI -> SABE | Disp: 0 de 360 
UBBB -> LATI | Disp: 0 de 300 
UBBB -> OJAI | Disp: 0 de 300 
SPIM -> OPKC | Disp: 0 de 360 
SPIM -> OERK | Disp: 0 de 300 
EBCI -> OJAI | Disp: 0 de 340 
UBBB -> OOMS | Disp: 0 de 340 
SPIM -> OMDB | Disp: 0 de 300 
EBCI -> SUAA | Disp: 0 de 340 
UBBB -> UMMS | Disp: 0 de 300 
SPIM -> LOWW | Disp: 0 de 320 
UBBB -> LDZA | Disp: 0 de 320 
SPIM -> LKPR | Disp: 0 de 320 
UBBB -> SBBR | Disp: 0 de 360 
UBBB -> EKCH | Disp: 243 de 320 
UBBB -> LATI | Disp: 0 de 300 
UBBB -> EKCH | Disp: 0 de 360 
SPIM -> SGAS | Disp: 0 de 300 
EBCI -> SUAA | Disp: 210 de 360 
EBCI -> OERK | Disp: 0 de 340 
EBCI -> EHAM | Disp: 0 de 340 
UBBB -> LKPR | Disp: 0 de 300 
EBCI -> OAKB | Disp: 0 de 360 
EBCI -> LDZA | Disp: 0 de 340 
EBCI -> SCEL | Disp: 0 de 340 
UBBB -> LKPR | Disp: 0 de 300 
SPIM -> EDDI | Disp: 0 de 300 
UBBB -> LKPR | Disp: 0 de 320 
UBBB -> EHAM | Disp: 0 de 340 
EBCI -> SCEL | Disp: 244 de 300 
SPIM -> LDZA | Disp: 0 de 360 
SPIM -> EKCH | Disp: 0 de 340 
EBCI -> UMMS | Disp: 0 de 300 
SPIM -> SGAS | Disp: 0 de 300 
UBBB -> EHAM | Disp: 0 de 320 
SPIM -> OERK | Disp: 0 de 320 
EBCI -> SUAA | Disp: 30 de 320 
UBBB -> OSDI | Disp: 0 de 340 
UBBB -> LATI | Disp: 0 de 360 
UBBB -> LKPR | Disp: 0 de 300 
EBCI -> SABE | Disp: 43 de 340 
EBCI -> OERK | Disp: 0 de 300 
UBBB -> SEQM | Disp: 0 de 300 
EBCI -> SCEL | Disp: 0 de 320 
UBBB -> SUAA | Disp: 0 de 320 
SPIM -> EHAM | Disp: 0 de 360 
SPIM -> OOMS | Disp: 0 de 340 
UBBB -> SUAA | Disp: 0 de 320 
UBBB -> EKCH | Disp: 18 de 320 
UBBB -> SEQM | Disp: 0 de 340 
SPIM -> EHAM | Disp: 0 de 360 
SPIM -> SCEL | Disp: 0 de 340 
EBCI -> SCEL | Disp: 0 de 320 
EBCI -> OOMS | Disp: 0 de 320 
UBBB -> LKPR | Disp: 0 de 300 
EBCI -> EKCH | Disp: 0 de 340 
SPIM -> SVMI | Disp: 0 de 320 
EBCI -> LOWW | Disp: 0 de 300 
EBCI -> SVMI | Disp: 0 de 300 
EBCI -> SABE | Disp: 0 de 360 
EBCI -> OMDB | Disp: 0 de 340 
UBBB -> SVMI | Disp: 0 de 320 
SPIM -> OOMS | Disp: 0 de 300 
SPIM -> SKBO | Disp: 0 de 320 
UBBB -> OMDB | Disp: 0 de 300 
UBBB -> SGAS | Disp: 0 de 340 
EBCI -> LATI | Disp: 0 de 360 
UBBB -> SCEL | Disp: 0 de 300 
SPIM -> SKBO | Disp: 0 de 340 
UBBB -> SKBO | Disp: 0 de 300 
UBBB -> SBBR | Disp: 0 de 300 
SPIM -> EKCH | Disp: 0 de 340 
UBBB -> VIDP | Disp: 0 de 320 
EBCI -> SCEL | Disp: 0 de 320 
UBBB -> OMDB | Disp: 0 de 360 
SPIM -> SKBO | Disp: 0 de 320 
EBCI -> SBBR | Disp: 0 de 340 
EBCI -> OYSN | Disp: 0 de 300 
EBCI -> OOMS | Disp: 0 de 340 
EBCI -> SUAA | Disp: 0 de 360 
UBBB -> OYSN | Disp: 0 de 300 
SPIM -> OOMS | Disp: 0 de 300 
UBBB -> OMDB | Disp: 0 de 300 
EBCI -> EHAM | Disp: 0 de 340 
EBCI -> SKBO | Disp: 0 de 300 
EBCI -> SUAA | Disp: 0 de 320 
UBBB -> LKPR | Disp: 0 de 320 
UBBB -> EHAM | Disp: 0 de 360 
SPIM -> SGAS | Disp: 0 de 300 
SPIM -> SUAA | Disp: 0 de 340 
UBBB -> LBSF | Disp: 0 de 320 
UBBB -> SBBR | Disp: 0 de 300 
EBCI -> OOMS | Disp: 0 de 300 
EBCI -> EDDI | Disp: 12 de 300 
SPIM -> LKPR | Disp: 0 de 360 
EBCI -> EKCH | Disp: 0 de 300 
SPIM -> LOWW | Disp: 0 de 320 
SPIM -> LATI | Disp: 0 de 320 
EBCI -> SGAS | Disp: 0 de 340 
UBBB -> EDDI | Disp: 97 de 300 
EBCI -> LATI | Disp: 36 de 340 
UBBB -> LKPR | Disp: 0 de 300 
SPIM -> OYSN | Disp: 0 de 320 
SPIM -> SLLP | Disp: 274 de 300 
SPIM -> OSDI | Disp: 0 de 320 
UBBB -> SEQM | Disp: 0 de 360 
UBBB -> LBSF | Disp: 0 de 340 
UBBB -> EHAM | Disp: 0 de 320 
SPIM -> OMDB | Disp: 0 de 320 
EBCI -> SUAA | Disp: 0 de 360 
SPIM -> OSDI | Disp: 0 de 320 
EBCI -> SUAA | Disp: 0 de 320 
SPIM -> SBBR | Disp: 0 de 300 
SPIM -> OAKB | Disp: 0 de 320 
UBBB -> SABE | Disp: 0 de 320 
UBBB -> LBSF | Disp: 0 de 300 
UBBB -> OYSN | Disp: 0 de 320 
SPIM -> VIDP | Disp: 0 de 300 
SPIM -> LBSF | Disp: 0 de 340 
UBBB -> EDDI | Disp: 0 de 340 
SPIM -> LOWW | Disp: 0 de 300 
EBCI -> LDZA | Disp: 0 de 360 
SPIM -> OMDB | Disp: 0 de 320 
SPIM -> OOMS | Disp: 0 de 300 
SPIM -> EDDI | Disp: 0 de 320 
SPIM -> OJAI | Disp: 0 de 320 
UBBB -> OOMS | Disp: 0 de 360 
EBCI -> EHAM | Disp: 0 de 320 
SPIM -> OSDI | Disp: 0 de 300 
SPIM -> OJAI | Disp: 0 de 300 
UBBB -> LKPR | Disp: 0 de 320 
SPIM -> LBSF | Disp: 0 de 360 
EBCI -> OOMS | Disp: 0 de 340 
SPIM -> EKCH | Disp: 0 de 340 
EBCI -> SCEL | Disp: 5 de 320 
UBBB -> OSDI | Disp: 0 de 300 
SPIM -> EKCH | Disp: 0 de 340 
EBCI -> OSDI | Disp: 0 de 320 
EBCI -> OSDI | Disp: 0 de 300 
SPIM -> SUAA | Disp: 0 de 320 
SPIM -> LATI | Disp: 0 de 300 
SPIM -> LATI | Disp: 0 de 300 
SPIM -> EHAM | Disp: 0 de 340 
SPIM -> LDZA | Disp: 0 de 320 
UBBB -> OMDB | Disp: 0 de 320 
EBCI -> OJAI | Disp: 0 de 340 
UBBB -> OJAI | Disp: 0 de 300 
EBCI -> OYSN | Disp: 0 de 300 
UBBB -> OMDB | Disp: 0 de 360 
UBBB -> SKBO | Disp: 0 de 320 
SPIM -> SUAA | Disp: 0 de 300 
UBBB -> LBSF | Disp: 0 de 340 
EBCI -> OMDB | Disp: 81 de 320 
EBCI -> LATI | Disp: 0 de 300 
UBBB -> LBSF | Disp: 0 de 360 
